accession,date,pango
OM491861.1,2022-01-19,BA.1.1
OM370102.1,2022-01-04,AY.103
OW474609.1,2022-01-08,BA.1
OL875969.1,2021-12-06,AY.47
OW417411.1,2021-06-26,AY.4
ON763491.1,2021-03-14,B.1.2
OM051195.1,2021-12-15,BA.1.1
MW844519.1,2021-02-24,B.1.1.7
ON484842.1,2021-08-19,AY.20
OM088303.1,2021-12-22,BA.1
OM477787.1,2022-01-21,BA.1.1.18
OM364717.1,2022-01-02,BA.1.18
OM355084.1,2022-01-08,BA.1.1
MW725909.1,2021-02-24,B.1.1.434
MZ163898.1,2021-04-21,B.1.1.7
ON572457.1,2022-01-29,BA.1.1
OM185714.1,2021-12-24,AY.118
ON665966.1,2021-10-28,AY.44
OM330275.1,2022-01-04,BA.1.1
MZ228423.1,2021-04-27,B.1.1.7
MZ207451.1,2021-05-06,B.1.526
OM400631.1,2021-11-03,XC
MZ271521.1,2021-04-16,P.1
OM288717.1,2021-12-06,AY.20
OU491127.1,2021-07-25,AY.4
MZ003605.1,2021-03-31,B.1.2
MZ246757.1,2021-04-28,B.1.1.7
OL796986.1,2021-11-29,AY.43
ON459590.1,2021-08-23,AY.57
MZ448888.1,2020-10-29,B.1.2
OL954852.1,2021-11-03,AY.100
OL797938.1,2021-11-29,AY.113
OM761844.1,2022-01-31,BA.1.1
ON279358.1,2021-10-06,AY.122
OD902719.1,2020-11-21,B.1.177.54
OM492505.1,2022-01-07,BA.1.20
ON137876.1,2021-11-04,AY.44
OM448874.1,2022-01-03,BA.1.1
MW626624.1,2021-01-11,B.1.280
MZ638117.1,2021-02-25,B.1.526
MW905437.1,2021-03-18,B.1.1.7
MZ499660.1,2021-04-05,B.1.1.7
OL863853.1,2021-12-01,AY.100
MZ278302.1,2021-04-25,B.1.1.7
OD983670.1,2021-02-07,B.1.1.7
OL898834.1,2021-12-03,BA.1
OM844506.1,2022-01-26,BA.1.1.18
MZ132062.1,2021-04-17,B.1.526
ON264135.1,2022-01-09,BA.1
OU562758.1,2021-07-07,AY.4
OM162421.1,2021-11-22,AY.103
OU810530.1,2021-09-09,AY.4
OL920488.1,2021-12-05,AY.107
OU814156.1,2021-09-17,AY.43
OM517775.1,2022-01-15,BA.1.1
OD985361.1,2021-02-02,B.1.1.7
OD930037.1,2021-01-03,B.1.1.7
OM625000.1,2022-01-25,BA.1.1
OM000545.1,2021-10-19,AY.47
OM366367.1,2021-12-24,BA.1
OD948171.1,2021-01-19,B.1.1.7
MW777615.1,2021-02-16,B.1.429
BS002332.1,2022-01-08,BA.1.1.2
OD928334.1,2020-12-29,B.1.177.18
MZ003121.1,2021-03-28,R.1
OL523657.1,2021-07-31,B.1.617.2
OW524383.1,2021-09-23,AY.4
MW796750.1,2021-02-24,B.1.2
OM041690.1,2021-12-11,AY.100
OA995737.1,2020-10-07,B.1.177.15
MW637134.1,2021-01-20,B.1.2
OM135056.1,2021-12-21,AY.103
ON343008.1,2020-12-12,B.1.2
OM134345.1,2021-12-21,AY.118
OM421235.1,2022-01-08,BA.1.1
OL865938.1,2021-11-27,AY.25
OB982940.1,2020-10-14,B.1.1.37
OL885699.1,2021-11-13,AY.25
MZ371804.1,2021-05-16,B.1.1.7
OX090626.1,2021-12-30,BA.1.17.2
MZ570622.1,2021-06-02,P.1
ON619259.1,2020-12-23,B.1.427
OD916301.1,2020-12-16,B.1.177.57
OM353166.1,2021-12-30,BA.1.1
OL856961.1,2021-12-03,AY.44
OL885693.1,2021-11-13,AY.103
BS001881.1,2021-08-20,AY.29
OM322068.1,2021-12-20,BA.1.15
OM291108.1,2021-12-29,BA.1
OM840480.1,2021-01-15,B.1.1
OM646111.1,2022-01-19,BA.1.1
OU594521.1,2021-07-21,AY.4
OM836714.1,2022-01-24,BA.1.1
ON068533.1,2021-12-23,BA.1.1
OL753889.1,2021-11-02,AY.3
OL821454.1,2021-12-03,AY.44
OD974494.1,2021-01-30,B.1.1.7
OU394487.1,2021-06-10,AY.4
OW462799.1,2022-01-25,BA.1.17.2
OM562813.1,2022-01-12,BA.1.1
OM645918.1,2022-01-19,BA.1.1.18
OL847017.1,2021-12-02,AY.103
OL805118.1,2021-11-26,AY.3
MZ024725.1,2021-03-30,B.1.1.7
MW697954.1,2021-02-14,B.1.2
OL911157.1,2021-12-08,AY.4
OM294106.1,2021-12-30,BA.1.17.2
ON281338.1,2021-07-30,AY.43
MW990299.1,2021-04-04,P.1
OU385020.1,2021-06-15,AY.9
OD935870.1,2020-12-28,B.1.177.8
ON344316.1,2020-12-10,B.1.2
OL829514.1,2021-11-12,AY.25
OM174982.1,2021-12-20,AY.103
OM615345.1,2022-01-13,BA.1.1
OM260348.1,2021-12-23,BA.1.17.2
MW804404.1,2021-02-28,B.1.1.7
OU802880.1,2021-09-07,AY.5
OB995394.1,2020-11-02,B.1.1.37
MZ184909.1,2021-04-28,B.1.1.7
BS001220.1,2021-05-02,B.1.1.7
OM413535.1,2022-01-14,BA.1.19
OU392405.1,2021-05-24,AY.4
OM131311.1,2021-12-12,AY.25.1
OM469470.1,2022-01-07,BA.1.18
OM293173.1,2021-12-30,BA.1.1
OM116869.1,2021-12-20,AY.103
OD951500.1,2021-01-22,B.1.1.7
OD913801.1,2020-12-01,B.1.1
MZ193250.1,2021-04-30,B.1.1.7
OD921061.1,2020-12-07,B.1.177.17
ON437730.1,2021-09-04,AY.43
OM616139.1,2022-01-11,BA.1
ON885713.1,2021-10-01,AY.3
OL773964.1,2021-11-29,AY.103
OM676894.1,2022-01-03,BA.1.1
OL734978.1,2021-11-12,AY.44
OU997668.1,2021-10-30,AY.4
MZ206481.1,2021-03-04,R.1
OM359317.1,2022-01-04,BA.1
OL778587.1,2021-11-09,AY.117
OM155757.1,2021-12-22,BA.1.1
OV089933.1,2021-10-28,AY.4
MW792901.1,2021-02-24,B.1.2
ON612947.1,2022-01-01,AY.105
MW863822.1,2020-12-29,B.1.2
ON096097.1,2022-01-28,BA.1.1
MZ386457.1,2021-06-01,B.1.1.7
MZ025772.1,2021-04-05,B.1.1.7
OK547304.1,2021-04-21,B.1.1.7
OL540855.1,2021-01-05,B.1.427
MW901508.1,2021-03-26,B.1.526
OM469393.1,2022-01-06,BA.1.1
OL876041.1,2021-12-06,AY.25
OM213172.1,2021-12-21,BA.1.15
OU594143.1,2021-07-26,AY.4
OL720774.1,2021-11-23,AY.103
MZ005012.1,2021-03-08,B.1.637
OA972577.1,2020-09-01,B.1.258
OK188162.1,2021-02-20,B.1.346
OD903085.1,2020-11-20,B.1.1.1
OM357011.1,2021-12-29,BA.1.1
MZ766159.1,2020-12-10,B.1.311
OD907937.1,2020-11-18,B.1.177
MW972527.1,2021-01-11,B.1.2
OM409722.1,2022-01-10,BA.1.1
OD933427.1,2021-01-09,B.1.1.7
MW988913.1,2021-03-28,B.1.637
OL775886.1,2021-11-10,AY.39
MZ849837.1,2021-07-03,B.1.1.7
MZ255938.1,2021-03-02,B.1.1.7
OU385685.1,2021-02-06,Q.4
MZ280604.1,2021-05-06,B.1.1.7
OD953673.1,2021-01-21,B.1.1.7
OM520600.1,2022-01-19,BA.1.1
OW464224.1,2021-12-30,BA.1.17.2
OB996086.1,2020-11-07,W.4
MZ895787.1,2020-12-03,B.1.1
OM396716.1,2022-01-10,BA.1.15
OM779706.1,2021-08-07,AY.44
OM225234.1,2021-12-27,BA.1.1
OD900095.1,2020-11-14,B.1.177
MZ415357.1,2021-06-01,B.1.1.7
ON273987.1,2021-12-14,AY.43
ON431095.1,2021-10-27,AY.125.1
OM301120.1,2022-01-03,AY.100
OL907730.1,2021-11-17,AY.119.2
OL864604.1,2021-12-02,AY.43
OW521385.1,2021-10-12,AY.4
ON343404.1,2020-12-15,B.1.429
OD913702.1,2020-12-07,B.1.177
OD899843.1,2020-11-13,B.1.177
MW748189.1,2020-12-07,B.1.2
OV041483.1,2021-11-05,AY.4
OM158930.1,2021-11-20,AY.44
MZ693959.1,2021-07-12,B.1.617.2
ON275984.1,2021-10-25,AY.43
OM003188.1,2021-11-28,AY.25
OD901548.1,2020-11-14,B.1.177
MW864684.1,2021-03-04,B.1.1.7
OM344090.1,2022-01-04,BA.1.1
OL926207.1,2021-11-22,AY.103
OM865753.1,2022-01-27,BA.2.10
OL850541.1,2021-10-22,AY.44
OU385837.1,2021-05-27,B.1.1.7
OM573252.1,2022-01-26,BA.1.20
OL996806.1,2021-12-08,AY.3
OM457549.1,2021-12-22,BA.1.1.18
OL729944.1,2021-11-04,AY.44
MW719546.1,2021-02-09,B.1.2
OM142069.1,2021-12-16,AY.25
MW783237.1,2021-03-03,B.1.2
OD924398.1,2020-12-26,B.1.36.17
OU958176.1,2021-09-14,AY.43
OK292691.1,2021-03-23,B.1.1.7
MZ168133.1,2021-04-15,B.1.1.7
MZ471669.1,2021-03-28,B.1.1.519
OL864746.1,2021-12-02,AY.39
OV317042.1,2021-10-30,AY.4
OU975613.1,2021-10-08,AY.4
OW092783.1,2021-12-17,BA.1.17.2
OM241157.1,2021-10-10,AY.44
OK190958.1,2021-03-24,B.1.1.7
OD909195.1,2020-12-09,B.1.177
OM699671.1,2022-02-01,BA.1.1
OX087946.1,2022-01-10,AY.5
OM020426.1,2021-12-17,BA.1.17
OM390259.1,2021-12-21,BA.1
OM366789.1,2021-12-30,BA.1.15
OM149408.1,2021-12-10,AY.103
ON459023.1,2021-08-12,AY.57
OM686181.1,2022-01-24,BA.1.1
OM477901.1,2022-01-21,BA.1.15
OX084984.1,2022-01-16,BA.1.1
MZ308048.1,2021-05-11,B.1.1.7
OL829358.1,2021-11-12,AY.47
OM126488.1,2021-12-16,AY.103
OL762933.1,2021-10-13,AY.3
OM217978.1,2021-12-27,AY.39.1
OM561896.1,2022-01-26,BA.1.1
OL984972.1,2021-12-07,AY.100
OB987618.1,2020-10-21,B.1.177.16
OM078248.1,2021-12-17,BA.1.20
OU795915.1,2020-10-29,B.1.523
OD921503.1,2020-11-11,B.1.36.17
OB999069.1,2020-11-08,AD.2
OL948934.1,2021-11-06,AY.25
OL786566.1,2021-11-17,AY.100
OM406589.1,2022-01-15,BA.1.1.18
OW471432.1,2022-01-18,BA.1.17.2
OL863929.1,2021-12-01,AY.25.1
OL936672.1,2021-12-06,AY.39
MZ641800.1,2021-02-23,B.1.1.7
OU012979.1,2021-02-13,B.1.1.7
OC997025.1,2020-11-05,B.1.177
OB999862.1,2020-11-06,B.1.258.4
OL913490.1,2021-12-04,AY.44
OD996143.1,2021-02-16,B.1.1.7
OM159013.1,2021-11-29,AY.3
ON201927.1,2022-01-09,BA.1.1.18
OM002867.1,2021-11-28,AY.3
OU896196.1,2021-09-11,B.1.617.2
OD995782.1,2021-02-12,B.1.1.7
OD937233.1,2021-01-12,B.1.1.7
MZ212508.1,2021-04-10,B.1.1.7
OL858673.1,2021-11-29,AY.119
OM463291.1,2021-12-02,AY.4
ON133393.1,2021-12-08,AY.25.1
OD980199.1,2021-02-04,B.1.1.7
OA998814.1,2020-09-22,B.1.177.5
OD938961.1,2021-01-12,B.1.1.7
OL830065.1,2021-11-27,AY.3
OM188978.1,2021-12-14,AY.34.1
MW882612.1,2020-11-23,B.1
OD942460.1,2021-01-14,B.1.177
OM087968.1,2021-12-22,BA.1.1
OL968276.1,2021-11-30,AY.43
OW492665.1,2021-12-13,AY.4.2.2
OM202725.1,2021-12-16,AY.103
OW472918.1,2021-09-10,unclassifiable
MW668505.1,2021-02-01,B.1.234
MZ143701.1,2021-04-06,B.1.588
OM419638.1,2022-01-11,BA.1.1.18
OB988062.1,2020-10-21,B.1.177.69
OM299870.1,2022-01-02,BA.1.1
OD902814.1,2020-11-27,B.1.177.20
OM245447.1,2021-12-20,AY.119
OM513020.1,2022-01-19,BA.1.1
OM022417.1,2021-12-18,AY.100
OM098080.1,2021-12-16,BA.1.1
OC999106.1,2020-10-29,B.1.177.17
OL821399.1,2021-12-03,AY.103
OM274899.1,2021-12-15,AY.3
ON316001.1,2021-12-30,BA.1.17.2
OM214376.1,2021-12-12,AY.100
OD996563.1,2021-02-13,B.1.1.7
OD961352.1,2021-01-25,B.1.1.7
OM624817.1,2022-01-24,BA.1.1.14
OM477623.1,2022-01-21,BA.1.1
MZ432082.1,2021-05-22,B.1.1.7
OM101869.1,2021-12-13,BA.1.1.18
MW925111.1,2021-03-22,B.1.241
OU533539.1,2021-07-25,AY.98
MZ260528.1,2021-03-10,R.1
ON581944.1,2021-11-08,AY.99.2
OM689083.1,2021-10-31,AY.39
ON291169.1,2021-02-22,A.21
OD970700.1,2021-02-04,B.1.1.7
MZ133215.1,2021-04-17,B.1.1.7
MZ217002.1,2021-04-27,B.1.1.7
MW731233.1,2021-02-02,B.1.568
MW963385.1,2021-03-23,B.1.525
OD928861.1,2020-12-31,B.1.1.7
OK501495.1,2021-07-12,B.1.617.2
OM487628.1,2021-12-09,AY.103
OD974825.1,2021-01-27,B.1.1.7
OW458977.1,2021-12-21,BA.1.1
ON176229.1,2022-01-10,BA.1.1
OD910833.1,2020-12-11,B.1.1.7
OD920309.1,2020-12-20,B.1.1.7
OU419500.1,2021-07-01,AY.4
OB987796.1,2020-10-25,B.1.1.311
OU533327.1,2021-07-22,AY.98
MZ538696.1,2021-05-20,B.1.1.7
MW903504.1,2021-03-18,B.1.561
OD995811.1,2021-02-15,B.1.1.7
ON924085.1,2022-01-04,BA.1.1
MW929548.1,2020-11-11,B.1.2
OD972651.1,2021-01-18,B.1.177
OM041937.1,2021-12-12,AY.25
OM433644.1,2021-07-08,AY.54
OD925226.1,2020-12-07,B.1.1.7
MZ304854.1,2021-05-06,B.1.1.7
OM358929.1,2022-01-03,BA.1.18
OB998306.1,2021-02-22,B.1.1.7
OD973769.1,2021-01-31,B.1.1.7
MZ449201.1,2020-12-07,B.1.232
OL765064.1,2021-11-01,AY.103
MZ060265.1,2021-04-08,B.1.1.7
OL770551.1,2021-11-16,AY.103
OL821620.1,2021-12-05,AY.100
ON207323.1,2021-12-30,BA.1.15
OW420782.1,2022-01-02,BA.1.1
MW049012.1,2020-09-15,B.1.509
OV006681.1,2021-10-13,unclassifiable
OM294295.1,2021-12-07,AY.39
OB983734.1,2020-10-15,B.1.160
OD952566.1,2021-01-25,B.1.1.7
OM132657.1,2021-12-23,AY.44
OV002740.1,2021-10-07,AY.4
OL930209.1,2021-11-18,AY.3
MW976411.1,2021-03-10,B.1.526
MW766504.1,2021-02-22,B.1.2
OM394719.1,2022-01-17,BA.1.1
MZ022309.1,2021-03-29,B.1.637
MZ404470.1,2021-04-02,B.1.1.7
ON617125.1,2022-01-22,BA.1.1
OM109284.1,2021-03-04,B.1.2
OU393522.1,2021-05-04,B.1.1.7
MZ615562.1,2021-07-02,P.1.17
OL741400.1,2021-11-22,AY.25
ON476238.1,2022-01-28,BA.1.1
OU801669.1,2021-06-05,AY.9
OL984074.1,2020-11-12,B.1.2
OD913819.1,2020-12-20,B.1.1.7
ON340460.1,2020-12-13,B.1.609
OL838510.1,2021-11-12,AY.26
OL786231.1,2021-11-16,AY.44
OL883719.1,2021-12-01,AY.103
MZ294992.1,2021-03-30,B.1.1.519
OM817843.1,2022-01-03,BA.1.1
OL732000.1,2021-11-09,AY.44
MZ060545.1,2021-04-14,B.1.526
OD951809.1,2021-01-17,B.1.1.7
OU593917.1,2021-07-26,AY.4
OL820952.1,2021-12-02,AY.3
OX081186.1,2022-01-07,BA.1.1
OD908170.1,2020-11-18,B.1.258
MZ635862.1,2021-01-17,B.1.2
OM127041.1,2021-12-16,AY.20
OM676296.1,2022-01-15,BA.1.14
OL791008.1,2021-09-02,AY.25
ON513902.1,2021-11-02,AY.3
OM794474.1,2022-01-04,BA.1.1
OX087823.1,2021-12-29,unclassifiable
OM765851.1,2021-07-22,AY.45
OL890455.1,2021-12-03,AY.25
ON343084.1,2020-12-12,B.1.1.416
OM055526.1,2021-11-16,AY.3
OK547054.1,2020-12-09,B.1.561
OL776123.1,2021-11-10,AY.39
OV113018.1,2021-10-27,AY.43
OM085418.1,2021-12-11,AY.3
OM308434.1,2021-12-28,BA.1.15
OU861260.1,2021-08-02,AY.4
OM412781.1,2022-01-12,BA.1.1
OD960202.1,2021-01-27,B.1.1.7
OM262087.1,2022-01-02,BA.1.1
OL714777.1,2021-11-04,AY.103
OD927206.1,2020-12-14,B.1.1.7
ON276414.1,2022-01-18,BA.1.1
ON518814.1,2022-01-31,BA.1.1
MW905860.1,2021-03-21,Q.4
OM085289.1,2021-12-10,B.1.617.2
OM876451.1,2021-12-09,AY.20
MZ390760.1,2021-05-19,B.1.1.7
OL853071.1,2021-11-18,AY.3
OM291046.1,2021-12-29,BA.1.20
OC997748.1,2020-11-11,B.1.177.4
ON446453.1,2021-12-13,AY.43
OM361588.1,2022-01-06,BA.1.1
OD905572.1,2020-10-13,B.1.177.57
MZ082527.1,2021-04-01,B.1.526
OM143907.1,2021-11-08,AY.103
OV084284.1,2021-10-21,AY.4
OK547594.1,2020-12-22,B.1.1.222
OD962129.1,2021-01-24,B.1.1.7
OM390501.1,2021-12-22,AY.103
OM766308.1,2022-01-31,BA.1.1.18
OL904723.1,2021-12-06,AY.103
OU737557.1,2021-08-25,AY.98
OM647802.1,2022-01-25,BA.1.18
OM731704.1,2022-01-25,BA.1
OD906078.1,2020-12-10,B.1.1.7
OM430608.1,2022-01-11,BA.1.1.18
OL804712.1,2021-11-24,AY.103
OM644184.1,2022-01-29,BA.1.1
OM226712.1,2021-12-29,BA.1
OW103794.1,2022-01-02,BA.1.17.2
OM799767.1,2022-01-03,AY.103
OM569039.1,2022-01-19,BA.1.1
ON266111.1,2022-01-03,BA.1.1.14
OL707543.1,2021-11-18,AY.103
ON447306.1,2021-12-13,AY.127
MZ261371.1,2021-04-27,B.1.1.7
ON575388.1,2021-08-08,P.1.15
OA995301.1,2020-10-07,AD.2
OL722167.1,2021-10-25,AY.3
OM094478.1,2021-12-22,BA.1
OA971989.1,2020-09-05,B.1.258.3
OL818395.1,2021-11-30,AY.100
OL805800.1,2021-11-28,AY.34
OM074382.1,2021-12-16,BA.1.15
OL797198.1,2021-11-26,AY.103
OL823469.1,2021-11-30,AY.107
MZ685128.1,2021-05-01,Q.3
OU731831.1,2021-08-03,AY.5
ON281759.1,2021-08-02,AY.43
OC997410.1,2020-11-04,B.1.177.55
OM518393.1,2022-01-17,BA.1.20
OD961341.1,2021-01-25,B.1.1.7
ON525931.1,2022-01-01,BA.1.1
OM488340.1,2022-01-19,BA.1.17
OA984413.1,2020-09-16,B.1.1.303
OD945097.1,2021-01-17,B.1.1.7
OL705534.1,2021-10-27,AY.44
OD908922.1,2020-11-23,AD.2
ON343957.1,2020-12-10,B.1.2
MZ059032.1,2021-04-10,B.1.1.7
OA996589.1,2020-10-06,B.1.1.204
MZ194290.1,2021-04-21,B.1.1.7
OL784670.1,2021-11-27,AY.103
OU490610.1,2021-07-07,AY.4
MZ194287.1,2021-04-23,B.1.1.519
OL538690.1,2021-04-26,B.1.1.7
OD921250.1,2020-11-18,B.1.177.4
MZ578876.1,2021-04-02,B.1.1.7
OL555476.1,2021-09-14,B.1.427
OM050262.1,2021-12-14,AY.39
OW500177.1,2021-11-16,AY.4.2
OL818723.1,2021-11-30,AY.103
OU800518.1,2021-07-13,AY.4
MW993673.1,2021-03-13,B.1.575
OM338570.1,2021-12-29,BA.1.20
OM226367.1,2021-12-29,BA.1.17
MZ028810.1,2021-04-05,B.1.1.7
OL733467.1,2021-11-12,AY.103
OU388811.1,2021-06-05,AY.4
MW728523.1,2021-02-21,B.1.2
OM785200.1,2022-01-26,BA.1.1
OU534044.1,2021-07-22,AY.90
MZ499385.1,2021-05-28,B.1.637
OL806155.1,2021-11-29,AY.47
OL774095.1,2021-11-30,AY.103
OL789281.1,2021-11-23,AY.119
OL847095.1,2021-12-01,AY.119
OX087166.1,2022-01-04,BA.1.15.1
MZ013431.1,2021-04-01,B.1.525
MW892694.1,2021-03-25,B.1.1.7
OU447484.1,2021-07-06,AY.98
ON670092.1,2021-08-31,AY.39.1.1
OU422654.1,2021-01-05,B.1.1.7
OU806090.1,2021-08-31,AY.4
MZ257037.1,2021-05-12,B.1.526
OM054749.1,2021-12-15,BA.1.1.18
OD907989.1,2020-11-18,B.1.1.307
OM217794.1,2021-12-27,BA.1.15
OC997752.1,2020-11-11,B.1.177.4
ON277382.1,2021-09-01,AY.43
MZ227979.1,2021-04-27,B.1.526
OM263855.1,2022-01-03,BA.1.1
OM840521.1,2021-01-29,B.1.234
OD962509.1,2021-01-24,B.1.1.7
MW699171.1,2021-02-23,B.1.1.7
OL524451.1,2021-07-26,B.1.1.7
MZ206618.1,2021-02-13,B.1.239
MW684628.1,2021-02-06,B.1.2
ON281615.1,2021-07-31,AY.122
MW914239.1,2021-03-18,B.1.1.7
ON478106.1,2022-01-05,BA.1
OC999117.1,2020-10-29,B.1.177.4
OD964320.1,2021-01-29,B.1.1.7
OM267588.1,2022-01-03,AY.44
OM101420.1,2021-12-11,AY.3
OK460027.1,2021-09-09,AY.3
OU447323.1,2021-07-04,AY.4
OM478045.1,2022-01-21,BA.1.1
OM562907.1,2021-12-27,BA.1.1.18
OV313129.1,2021-11-18,AY.98
OK546938.1,2020-12-23,B.1.232
OU737837.1,2021-08-02,AY.4
OD964354.1,2021-01-29,B.1.1.7
ON439882.1,2021-08-13,AY.72
MZ084400.1,2021-04-06,B.1.1.7
OD910167.1,2020-12-09,B.1.1.7
OL863550.1,2021-11-30,AY.103
MZ259204.1,2021-02-28,B.1.526
ON484263.1,2021-09-21,AY.3
MZ283780.1,2021-04-22,B.1.1.7
OU797534.1,2021-08-14,AY.4
OU810567.1,2020-12-19,B.1.177
MZ349259.1,2021-04-05,B.1.1.7
OM487692.1,2021-12-27,BA.1.15.1
OX088566.1,2021-12-28,unclassifiable
OW475783.1,2021-11-01,AY.4.2.2
OL795533.1,2021-09-06,AY.25
MW847650.1,2021-03-11,B.1.427
MZ449135.1,2020-12-15,B.1.400
MW805136.1,2021-03-07,B.1.1.519
OL831585.1,2021-12-07,AY.100
OD952960.1,2021-01-21,B.1.1.7
OM431215.1,2022-01-12,BA.1.15
OW466262.1,2021-12-30,BA.1.17.2
OL714544.1,2021-11-04,AY.3
OM120788.1,2021-12-13,AY.103
OM652282.1,2022-01-31,BA.1.15
OK549536.1,2020-12-30,B.1
OD970132.1,2021-02-04,B.1.1.7
OM173833.1,2021-12-23,AY.119.2
OM017577.1,2021-12-17,BA.1.15
OM584373.1,2022-01-18,BA.1.15
MW565127.1,2020-09-04,B.1.240
OM517209.1,2022-01-12,BA.1.15
OU799875.1,2021-07-15,AY.4
OM298964.1,2021-12-30,BA.1.15
OM572780.1,2022-01-26,BA.1.1
MZ308101.1,2021-05-12,P.1
OM097598.1,2021-12-19,AY.44
OM433246.1,2021-04-27,B.1.1.1
OL936471.1,2021-12-04,AY.103
OM445467.1,2022-01-07,BA.1.20
OU813178.1,2020-09-29,B.1.177
OL757177.1,2021-11-28,AY.20
OM255612.1,2021-08-11,AY.43
OL704006.1,2021-11-09,AY.25.1
OM356193.1,2021-12-28,BA.1.1
OD976156.1,2021-01-25,B.1.177
OU793629.1,2021-02-16,B.1.1.7
OD953393.1,2021-01-22,B.1.1.7
OU347842.2,2021-04-24,AY.1
OK436514.1,2021-02-10,B.1.1.519
ON254263.1,2022-01-31,BA.1.1
OD908304.1,2020-12-02,B.1.1.7
OD976694.1,2021-01-24,B.1.1.7
MZ316071.1,2021-05-08,B.1.526
OV316619.1,2021-11-15,AY.4.2
OK220481.1,2021-03-31,B.1.429
OU810900.1,2021-02-06,B.1.1.7
MZ570813.1,2021-06-21,P.1.10
OD994544.1,2021-02-15,B.1.1.7
OM562759.1,2022-01-17,BA.1.18
OM048190.1,2021-11-30,AY.119
OB991895.1,2020-10-24,B.1.177.19
MW454674.1,2020-11-01,B.1.416
OW477133.1,2021-11-22,AY.4
ON010896.1,2022-01-13,BA.1.1
OW503560.1,2022-01-21,BA.1.17.2
MZ378487.1,2021-04-04,B.1.429
OD995546.1,2021-02-14,B.1.1.7
OM031562.1,2021-11-23,AY.3
OB998631.1,2020-11-08,B.1.177.20
OM079984.1,2021-12-17,BA.1
OD935598.1,2021-01-04,B.1.177.5
OM057290.1,2021-12-14,BA.1.15
OD936928.1,2021-01-11,B.1.1.7
MZ146203.1,2021-04-19,B.1.1.7
OL709172.1,2021-11-13,AY.3
OD951692.1,2021-01-17,B.1.177
OL782924.1,2021-09-22,AY.20
OL851963.1,2021-11-15,AY.39
ON298747.1,2020-09-16,B.1.1.269
ON762456.1,2022-01-06,BA.1.15
OM173284.1,2021-12-22,BA.1
OL723865.1,2021-11-06,AY.100
MZ131804.1,2021-04-17,B.1.1.7
OM798193.1,2022-01-29,BA.1.20
ON486680.1,2021-06-07,AY.26
OM865507.1,2022-01-17,BA.1
MZ988153.1,2021-08-13,B.1.617.2
OM700616.1,2022-02-01,BA.1.1
OM226797.1,2021-12-29,BA.1.17
OL733169.1,2021-11-11,AY.117
OM529490.1,2022-01-23,BA.1.15
ON532205.1,2021-12-28,BA.1.1
MZ010485.1,2021-03-19,B.1.1.7
OM694529.1,2022-01-27,BA.1.20
OL947923.1,2021-11-05,AY.122
OM315745.1,2020-11-17,B.1.2
MW696615.1,2021-02-15,B.1.2
OD915544.1,2020-12-16,B.1.1.7
OL776756.1,2021-11-11,AY.122
OD966800.1,2021-01-31,B.1.1.7
MZ390467.1,2021-05-19,B.1.1.7
ON600062.1,2022-01-01,BA.1.1
OK657681.1,2020-12-14,B.1.2
OD914088.1,2020-12-20,B.1.177
MW708412.1,2021-01-26,B.1.2
OV104690.1,2021-03-15,B.1.1.7
OM066790.1,2021-12-01,AY.103
MZ639625.1,2021-03-29,B.1.526
OW506302.1,2022-01-25,BA.1.15.1
OD911355.1,2020-12-13,B.1.1.7
MZ211387.1,2021-04-10,P.1
MZ167494.1,2021-04-08,B.1.1.7
ON260006.1,2022-01-14,BA.1.1
MZ376545.1,2021-05-26,B.1.617.2
OU562799.1,2021-07-06,AY.4
OD991021.1,2021-02-13,B.1.1.7
MZ493508.1,2021-05-13,B.1.1.7
OV089559.1,2021-10-30,AY.111
OK233280.1,2021-06-01,B.1.1.7
MZ252826.1,2021-05-01,P.1
OD986015.1,2021-02-12,B.1.1.7
OM233419.1,2021-12-30,BA.1
OM181058.1,2021-12-06,AY.3
MW863946.1,2020-10-16,B.1.2
OM041846.1,2021-12-12,AY.43
OW105575.2,2021-12-22,AY.4.2
OM202213.1,2021-12-16,BA.1.15.2
OL751303.1,2021-11-19,AY.25
OM235585.1,2021-12-30,BA.1.1.18
ON369450.1,2022-01-03,AY.25
OM299215.1,2021-12-30,BA.1
OM521639.1,2022-01-21,BA.1
OL968254.1,2021-11-30,AY.25
OB986855.1,2020-10-21,B.1.177.57
ON439953.1,2021-08-10,AY.42
OD901742.1,2020-10-29,B.1.177
OM111248.1,2021-09-21,AY.54
MW851537.1,2021-03-06,B.1.2
OW122921.1,2022-01-27,BA.1.1.1
OM065314.1,2021-12-11,AY.26
ON445899.1,2021-12-06,AY.43
OM019769.1,2021-11-28,AY.44
MW782891.1,2021-03-05,B.1.243
MW792857.1,2021-01-31,C.23
OL939424.1,2021-11-23,AY.44
MW728543.1,2021-02-20,B.1.1.519
MZ280542.1,2021-05-04,B.1.1.7
OM178575.1,2021-12-20,AY.120
OL903697.1,2021-12-08,AY.44
MZ359726.1,2021-04-18,B.1.1.519
OD952030.1,2021-01-13,B.1.177
OD945565.1,2021-01-16,B.1.1.7
OL673267.1,2021-09-12,B.1.617.2
OB984579.1,2020-10-12,B.1.177
OD973973.1,2021-01-30,B.1.1.7
OL784664.1,2021-11-27,AY.100
OM045465.1,2021-11-10,AY.44
OL750527.1,2021-11-17,AY.119
OM684702.1,2022-01-03,BA.1.15
